,date,month,year,id,name,room_type,neighbourhood,neighbourhood_group,price,minimum_nights,rented_365
226,2018-01-17,2018-01,2018,16964241,Clean Dorms - Steps from Chinatown MRT! (Per Bed),Hotel room,Outram,Central Region,31,92,0
227,2018-01-17,2018-01,2018,12367388,Single Capsule for 1,Hotel room,Kallang,Central Region,27,92,86
228,2018-01-17,2018-01,2018,19831199,"Bright & Charming 1BR Shophouse Apt, 3mins to MRT",Entire home/apt,Rochor,Central Region,140,92,69
229,2018-01-18,2018-01,2018,10021610,SINGLE BED CAPSULE IN HOSTEL RM6A,Shared room,Kallang,Central Region,24,92,100
230,2018-01-18,2018-01,2018,15310627,4 Star CBD Apartment Tanjong Pagar MRT,Entire home/apt,Outram,Central Region,140,92,168
231,2018-01-18,2018-01,2018,8195397,Premium Backpacker 8 Bed Mixed Dorm,Shared room,Rochor,Central Region,28,92,39
232,2018-01-18,2018-01,2018,9746208,CityLiving Chinatown,Private room,Outram,Central Region,88,92,185
233,2018-01-18,2018-01,2018,747813,Fantastic Serviced Apartment in the Singapore CBD,Private room,Downtown Core,Central Region,119,92,7
234,2018-01-18,2018-01,2018,16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",Private room,Kallang,Central Region,80,92,365
235,2018-01-18,2018-01,2018,14131949,Luxurious Design Room With Private Bath Tub,Private room,Serangoon,North-East Region,148,92,0
236,2018-01-19,2018-01,2018,21015876,Studio Serviced Apartment | 5-mins walk to Bugis+,Entire home/apt,Rochor,Central Region,175,6,365
237,2018-01-19,2018-01,2018,16006904,Quiet Room in Newton,Private room,Newton,Central Region,79,92,0
238,2018-01-19,2018-01,2018,22051870,Small Utility Cosy Room,Private room,Bedok,East Region,36,92,249
239,2018-01-19,2018-01,2018,19218794,Renovated Master Bedroom & own bathroom@East Coast,Private room,Bedok,East Region,100,92,274
240,2018-01-19,2018-01,2018,21888290,Stylish 1 BR apartment near MRT & City Centre,Entire home/apt,Geylang,Central Region,129,92,9
241,2018-01-19,2018-01,2018,12484261,"City room 5mins to Haji, near Suntec/MBS/Merlion",Private room,Rochor,Central Region,64,92,365
242,2018-01-19,2018-01,2018,7927886,Cosy Japanese Garden Common room,Private room,Jurong East,West Region,58,92,120
243,2018-01-19,2018-01,2018,5494971,Grand En Suite 2 Near Orchard,Private room,Novena,Central Region,99,92,160
244,2018-01-19,2018-01,2018,13243736,Charming 2Bed-2Bath- Parking Full Apartment,Entire home/apt,Bishan,Central Region,209,92,35
245,2018-01-19,2018-01,2018,19351097,BRAND NEW 2 bedroom at West Coast/Clementi /Jurong,Entire home/apt,Clementi,West Region,142,92,365
246,2018-01-20,2018-01,2018,4008423,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,62,1,17
247,2018-01-20,2018-01,2018,5889741,Entire Home in the Heart of City,Entire home/apt,Rochor,Central Region,173,92,244
248,2018-01-20,2018-01,2018,16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",Private room,Kallang,Central Region,80,92,365
249,2018-01-20,2018-01,2018,1678744,Ladies-Only Shared Room @ Chinatown,Shared room,Outram,Central Region,63,92,127
250,2018-01-20,2018-01,2018,18235755,LOVELY  STAY in HEART OF ISLAND!!,Private room,Newton,Central Region,68,92,159
251,2018-01-20,2018-01,2018,5827713,The Private Sanctuary,Private room,Tampines,East Region,70,92,92
252,2018-01-20,2018-01,2018,9464059,"!Stay in City Center, next to Farrer Park MRT (1)",Private room,Kallang,Central Region,59,92,118
253,2018-01-20,2018-01,2018,5493930,Luxurious En Suite 1 Near Orchard,Private room,Novena,Central Region,200,92,191
254,2018-01-21,2018-01,2018,4008423,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,62,1,17
255,2018-01-21,2018-01,2018,18395154,RARE!Colonial house/City/Lux+space/Boon Keng MRT!,Private room,River Valley,Central Region,120,92,0
256,2018-01-21,2018-01,2018,5919270,The Antiquity Room,Private room,Tampines,East Region,80,92,0
257,2018-01-21,2018-01,2018,9320962,Sea view room with private bath,Private room,Bedok,East Region,53,92,316
258,2018-01-21,2018-01,2018,12345284,Single Capsule For 1,Shared room,Kallang,Central Region,29,92,101
259,2018-01-21,2018-01,2018,16848828,Comfortable Small Studio in Orchard (200 sqft),Hotel room,River Valley,Central Region,170,6,30
260,2018-01-21,2018-01,2018,19218794,Renovated Master Bedroom & own bathroom@East Coast,Private room,Bedok,East Region,100,92,274
261,2018-01-21,2018-01,2018,1024986,Super Host Apartment,Entire home/apt,River Valley,Central Region,170,92,30
262,2018-01-21,2018-01,2018,6529707,Room 1 - Affordable room near the university,Private room,Clementi,West Region,40,92,186
263,2018-01-21,2018-01,2018,16007139,Room with a balcony,Private room,Novena,Central Region,79,92,52
264,2018-01-21,2018-01,2018,9116730,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,67,1,28
265,2018-01-21,2018-01,2018,19831199,"Bright & Charming 1BR Shophouse Apt, 3mins to MRT",Entire home/apt,Rochor,Central Region,140,92,69
266,2018-01-21,2018-01,2018,17016908,TripleOne. A cozy 3-bedroom apartment in Woodlands,Entire home/apt,Woodlands,North Region,275,3,91
267,2018-01-21,2018-01,2018,12455215,"Weeks 10% Promo,Private 1 Pax, City, Shared Toilet",Private room,Kallang,Central Region,67,1,36
268,2018-01-21,2018-01,2018,17414394,Queen Bed Capsule in Clean Hostel(Price for 2 Pax),Shared room,Kallang,Central Region,49,30,365
269,2018-01-21,2018-01,2018,11865360,CS S6 Central Studio with private bath & kitchen!,Entire home/apt,Outram,Central Region,105,92,252
270,2018-01-21,2018-01,2018,22233862,Resort Style Stay in Lush Green Terrace House,Private room,Bukit Timah,Central Region,95,92,274
271,2018-01-21,2018-01,2018,21415749,Luxury Capsule (Single - Mixed) [Kampong Glam],Hotel room,Rochor,Central Region,92,92,117
272,2018-01-21,2018-01,2018,17672050,SIngle Capsule Bed in Clean Hostel,Shared room,Kallang,Central Region,34,30,282
273,2018-01-21,2018-01,2018,2129215,Luxuriously Spacious Studio Apt.,Entire home/apt,Bedok,East Region,139,92,111
274,2018-01-22,2018-01,2018,5798211,The Studio Suite,Private room,Tampines,East Region,70,92,29
275,2018-01-22,2018-01,2018,20539655,Giffard Mansion,Private room,Novena,Central Region,39,92,91
276,2018-01-22,2018-01,2018,9635192,Nice and cozzy room without window.,Private room,Outram,Central Region,58,92,0
277,2018-01-22,2018-01,2018,16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",Private room,Kallang,Central Region,80,92,365
278,2018-01-22,2018-01,2018,21888290,Stylish 1 BR apartment near MRT & City Centre,Entire home/apt,Geylang,Central Region,129,92,9
279,2018-01-22,2018-01,2018,5827713,The Private Sanctuary,Private room,Tampines,East Region,70,92,92
280,2018-01-22,2018-01,2018,22454647,Modern 3 bedroom Condominium Near Public transport,Entire home/apt,Pasir Ris,East Region,393,92,0
281,2018-01-22,2018-01,2018,19107598,Bali Moon Studio. Netflix/Farrer Pk MRT/Flexible,Entire home/apt,Kallang,Central Region,118,92,193
282,2018-01-22,2018-01,2018,14245740,Cozy 2- bedroom Home Away From Home,Entire home/apt,Punggol,North-East Region,150,92,220
283,2018-01-22,2018-01,2018,22745179,Sea View Studio @ Shenton,Entire home/apt,Downtown Core,Central Region,180,92,77
284,2018-01-22,2018-01,2018,9746208,CityLiving Chinatown,Private room,Outram,Central Region,88,92,185
285,2018-01-22,2018-01,2018,6547248,Stay at Bukit Timah natural reserve,Private room,Bukit Timah,Central Region,77,92,0
286,2018-01-22,2018-01,2018,5827998,The Lily Room,Private room,Tampines,East Region,60,92,306
287,2018-01-22,2018-01,2018,22051870,Small Utility Cosy Room,Private room,Bedok,East Region,36,92,249
288,2018-01-23,2018-01,2018,14131949,Luxurious Design Room With Private Bath Tub,Private room,Serangoon,North-East Region,148,92,0
289,2018-01-23,2018-01,2018,19351097,BRAND NEW 2 bedroom at West Coast/Clementi /Jurong,Entire home/apt,Clementi,West Region,142,92,365
290,2018-01-23,2018-01,2018,11228389,Your Central Singapore Suite ★3 mins to Bus Stop★,Private room,Geylang,Central Region,37,120,74
291,2018-01-23,2018-01,2018,11972403,"3-5mins to Kovan MRT, 20mins to City, Quiet, Clean",Entire home/apt,Hougang,North-East Region,44,92,184
292,2018-01-23,2018-01,2018,4973227,Boat Quay Studio Apartment (South bridge Wing),Entire home/apt,Downtown Core,Central Region,206,1,365
293,2018-01-23,2018-01,2018,22116641,"2 CozyRooms NearCity,  6mins Walk To Aljunid MRT*",Private room,Geylang,Central Region,99,92,58
294,2018-01-23,2018-01,2018,1024986,Super Host Apartment,Entire home/apt,River Valley,Central Region,170,92,30
295,2018-01-23,2018-01,2018,10020690,DOUBLE BED IN CAPSULE HOSTEL RM4,Hotel room,Kallang,Central Region,47,92,101
296,2018-01-23,2018-01,2018,21887155,Twin room attached balcony,Private room,Geylang,Central Region,40,92,278
297,2018-01-24,2018-01,2018,11817134,"CS S7 Central loft studio, private bath & kitchen",Entire home/apt,Outram,Central Region,112,92,44
298,2018-01-24,2018-01,2018,21015874,Furnished Clean Central City View Studio Apartment,Entire home/apt,Rochor,Central Region,175,6,365
299,2018-01-24,2018-01,2018,5919270,The Antiquity Room,Private room,Tampines,East Region,80,92,0
300,2018-01-24,2018-01,2018,14489603,Single Capsule  Pod in Mixed Dorm,Shared room,Kallang,Central Region,30,1,365
301,2018-01-24,2018-01,2018,2129215,Luxuriously Spacious Studio Apt.,Entire home/apt,Bedok,East Region,139,92,111
302,2018-01-25,2018-01,2018,4664392,CS S3 Central studio with private bath & kitchen!,Entire home/apt,Outram,Central Region,115,92,220
303,2018-01-25,2018-01,2018,5827713,The Private Sanctuary,Private room,Tampines,East Region,70,92,92
304,2018-01-25,2018-01,2018,16428014,City Private 2-pax Sharing toilet,Private room,Kallang,Central Region,98,1,8
305,2018-01-25,2018-01,2018,12219588,Luxury condo for business/vacation,Entire home/apt,Geylang,Central Region,97,92,129
306,2018-01-25,2018-01,2018,3980202,1-person Bunk Bed Private Room,Private room,Rochor,Central Region,58,92,365
307,2018-01-25,2018-01,2018,16832754,Bright & beautiful apt near Orchard Rd/NUS/INSEAD,Entire home/apt,Queenstown,Central Region,241,92,40
308,2018-01-25,2018-01,2018,4054698,DORMS - In the heart of Chinatown!,Hotel room,Outram,Central Region,31,92,0
309,2018-01-25,2018-01,2018,21887155,Twin room attached balcony,Private room,Geylang,Central Region,40,92,278
310,2018-01-25,2018-01,2018,21854687,Studio Chic~Cozy Serviced Apartment with Wi-Fi,Entire home/apt,Kallang,Central Region,184,7,127
311,2018-01-25,2018-01,2018,18235755,LOVELY  STAY in HEART OF ISLAND!!,Private room,Newton,Central Region,68,92,159
312,2018-01-25,2018-01,2018,5889741,Entire Home in the Heart of City,Entire home/apt,Rochor,Central Region,173,92,244
313,2018-01-25,2018-01,2018,20888336,Cozy Room with a View,Private room,Bukit Timah,Central Region,47,92,277
314,2018-01-25,2018-01,2018,9320962,Sea view room with private bath,Private room,Bedok,East Region,53,92,316
315,2018-01-25,2018-01,2018,8200542,Cosy & Quiet Surrounding 3BR Apt,Entire home/apt,Geylang,Central Region,186,92,18
316,2018-01-25,2018-01,2018,5827998,The Lily Room,Private room,Tampines,East Region,60,92,306
317,2018-01-25,2018-01,2018,22051870,Small Utility Cosy Room,Private room,Bedok,East Region,36,92,249
318,2018-01-26,2018-01,2018,21888290,Stylish 1 BR apartment near MRT & City Centre,Entire home/apt,Geylang,Central Region,129,92,9
319,2018-01-26,2018-01,2018,12367388,Single Capsule for 1,Hotel room,Kallang,Central Region,27,92,86
320,2018-01-26,2018-01,2018,16947051,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,67,1,22
321,2018-01-26,2018-01,2018,12484261,"City room 5mins to Haji, near Suntec/MBS/Merlion",Private room,Rochor,Central Region,64,92,365
322,2018-01-26,2018-01,2018,16177101,Instant Booking Single Capsule Hostel,Shared room,Kallang,Central Region,24,92,365
323,2018-01-26,2018-01,2018,14245740,Cozy 2- bedroom Home Away From Home,Entire home/apt,Punggol,North-East Region,150,92,220
324,2018-01-26,2018-01,2018,18395154,RARE!Colonial house/City/Lux+space/Boon Keng MRT!,Private room,River Valley,Central Region,120,92,0
325,2018-01-26,2018-01,2018,5493930,Luxurious En Suite 1 Near Orchard,Private room,Novena,Central Region,200,92,191
326,2018-01-26,2018-01,2018,5494971,Grand En Suite 2 Near Orchard,Private room,Novena,Central Region,99,92,160
327,2018-01-26,2018-01,2018,18388608,Cozy Modern Studio with Balcony and Great Location,Entire home/apt,Geylang,Central Region,129,92,354
328,2018-01-27,2018-01,2018,21854687,Studio Chic~Cozy Serviced Apartment with Wi-Fi,Entire home/apt,Kallang,Central Region,184,7,127
329,2018-01-27,2018-01,2018,22233862,Resort Style Stay in Lush Green Terrace House,Private room,Bukit Timah,Central Region,95,92,274
330,2018-01-27,2018-01,2018,4008423,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,62,1,17
331,2018-01-27,2018-01,2018,21415749,Luxury Capsule (Single - Mixed) [Kampong Glam],Hotel room,Rochor,Central Region,92,92,117
332,2018-01-27,2018-01,2018,16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",Private room,Kallang,Central Region,80,92,365
333,2018-01-27,2018-01,2018,17684352,Luxurious Penthouse in Orchard,Entire home/apt,Museum,Central Region,150,92,365
334,2018-01-27,2018-01,2018,1024986,Super Host Apartment,Entire home/apt,River Valley,Central Region,170,92,30
335,2018-01-27,2018-01,2018,5827713,The Private Sanctuary,Private room,Tampines,East Region,70,92,92
336,2018-01-27,2018-01,2018,9464059,"!Stay in City Center, next to Farrer Park MRT (1)",Private room,Kallang,Central Region,59,92,118
337,2018-01-27,2018-01,2018,12367245,Single Capsule For 1,Hotel room,Kallang,Central Region,27,92,25
338,2018-01-27,2018-01,2018,17798496,Studio Executive Suite,Entire home/apt,Orchard,Central Region,500,1,180
339,2018-01-27,2018-01,2018,9910891,MET A SPACE POD @ Boat Quay (Deluxe Space Pod),Shared room,Singapore River,Central Region,53,92,159
340,2018-01-27,2018-01,2018,17813026,One-Bedroom Premier Suite,Entire home/apt,Orchard,Central Region,950,1,191
341,2018-01-27,2018-01,2018,4499317,Heritage Collection on Seah Premium Loft,Entire home/apt,Downtown Core,Central Region,261,1,26
342,2018-01-27,2018-01,2018,22051870,Small Utility Cosy Room,Private room,Bedok,East Region,36,92,249
343,2018-01-28,2018-01,2018,21416331,Luxury Capsule (Single-Female Only) [Kampong Glam],Hotel room,Rochor,Central Region,94,92,117
344,2018-01-28,2018-01,2018,16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",Private room,Kallang,Central Region,80,92,365
345,2018-01-28,2018-01,2018,18184250,Lor 17 L2R5 Private room in a walkup apartment,Private room,Geylang,Central Region,55,92,40
346,2018-01-28,2018-01,2018,12219588,Luxury condo for business/vacation,Entire home/apt,Geylang,Central Region,97,92,129
347,2018-01-28,2018-01,2018,20865016,Lush Green Neighborhood Private Room,Private room,Bishan,Central Region,50,92,2
348,2018-01-28,2018-01,2018,14211027,Orchard Luxury Stylish Resort 3 Bedroom.,Entire home/apt,Tanglin,Central Region,1000,92,365
349,2018-01-28,2018-01,2018,9320962,Sea view room with private bath,Private room,Bedok,East Region,53,92,316
350,2018-01-28,2018-01,2018,21670282,Lovely 3BR Apt in the Heart of Orchard Road,Entire home/apt,Orchard,Central Region,1101,6,137
351,2018-01-28,2018-01,2018,21854678,Studio Amaze~Cozy Serviced Apartment with WIFI,Entire home/apt,Kallang,Central Region,172,7,101
352,2018-01-28,2018-01,2018,8180346,The Zen Room,Private room,Tampines,East Region,45,92,184
353,2018-01-28,2018-01,2018,17769862,*Cozy Room @ City Center,Private room,Kallang,Central Region,51,92,52
354,2018-01-29,2018-01,2018,19132856,"E.City Centre, Brand new Place for 1 or more.....",Private room,Rochor,Central Region,51,92,71
355,2018-01-29,2018-01,2018,16140165,Entire Condo Unit in Downtown-min walk to 3 MRT,Entire home/apt,Kallang,Central Region,284,92,0
356,2018-01-29,2018-01,2018,18395154,RARE!Colonial house/City/Lux+space/Boon Keng MRT!,Private room,River Valley,Central Region,120,92,0
357,2018-01-29,2018-01,2018,16966634,Quiet and Safe Location (BR1),Private room,Serangoon,North-East Region,90,92,277
358,2018-01-29,2018-01,2018,1024986,Super Host Apartment,Entire home/apt,River Valley,Central Region,170,92,30
359,2018-01-29,2018-01,2018,11228389,Your Central Singapore Suite ★3 mins to Bus Stop★,Private room,Geylang,Central Region,37,120,74
360,2018-01-29,2018-01,2018,21605333,Deluxe Double Room in City Center,Hotel room,Singapore River,Central Region,211,92,37
361,2018-01-29,2018-01,2018,15991345,Cozy room in Newton,Private room,Newton,Central Region,70,92,0
362,2018-01-29,2018-01,2018,22733377,luxury condo near town 2 bedder 2 queen beds,Entire home/apt,Kallang,Central Region,118,190,2
363,2018-01-29,2018-01,2018,19351097,BRAND NEW 2 bedroom at West Coast/Clementi /Jurong,Entire home/apt,Clementi,West Region,142,92,365
364,2018-01-29,2018-01,2018,22561172,Cozy Premium Studio (300 sqft),Hotel room,River Valley,Central Region,170,6,214
365,2018-01-29,2018-01,2018,12484261,"City room 5mins to Haji, near Suntec/MBS/Merlion",Private room,Rochor,Central Region,64,92,365
366,2018-01-29,2018-01,2018,22348216,"(C) 1+ Cozy Room Near City, Walk To Aljunid MRT",Private room,Geylang,Central Region,47,92,16
367,2018-01-29,2018-01,2018,22051870,Small Utility Cosy Room,Private room,Bedok,East Region,36,92,249
368,2018-01-29,2018-01,2018,20888336,Cozy Room with a View,Private room,Bukit Timah,Central Region,47,92,277
369,2018-01-29,2018-01,2018,16522880,Clean Dorms - Steps from Chinatown MRT! (per bed),Hotel room,Outram,Central Region,30,92,185
370,2018-01-30,2018-01,2018,5494971,Grand En Suite 2 Near Orchard,Private room,Novena,Central Region,99,92,160
371,2018-01-30,2018-01,2018,16524551,Female Dorms - Unbeatable Location in Chinatown!,Hotel room,Outram,Central Region,31,92,185
372,2018-01-30,2018-01,2018,8200542,Cosy & Quiet Surrounding 3BR Apt,Entire home/apt,Geylang,Central Region,186,92,18
